project_name	publication_year	publication_doi	site_name	latitude	longitude	geo_loc_name	sample_name	sample_age	sample_age_doi	material	collection_date	archive	archive_accession
Ardelean2020	2020	10.1038/s41586-020-2509-0	Chiquihuite Cave	24.62	-101.15	Mexico	UE1212	13900	10.1038/s41586-020-2509-0	sediment	2019	ENA	ERS4921385,ERS4921386,ERS4921387,ERS4921388,ERS4921389,ERS4921390,ERS4921391,ERS4921392
Ardelean2020	2020	10.1038/s41586-020-2509-0	Chiquihuite Cave	24.62	-101.15	Mexico	UE1217	11600	10.1038/s41586-020-2509-0	sediment	2019	ENA	ERS4921394
Ardelean2020	2020	10.1038/s41586-020-2509-0	Chiquihuite Cave	24.62	-101.15	Mexico	UE1218	21000	10.1038/s41586-020-2509-0	sediment	2019	ENA	ERS4921395,ERS4921396,ERS4921397,ERS4921398,ERS4921399
Ardelean2020	2020	10.1038/s41586-020-2509-0	Chiquihuite Cave	24.62	-101.15	Mexico	UE1222	26200	10.1038/s41586-020-2509-0	sediment	2019	ENA	ERS4921400
Ardelean2020	2020	10.1038/s41586-020-2509-0	Chiquihuite Cave	24.62	-101.15	Mexico	UE1223	26900	10.1038/s41586-020-2509-0	sediment	2019	ENA	ERS4921401
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE1	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416709
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE2	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416710
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE4	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416721
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE7	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416732
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE9	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416743
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE12	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416754
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE14	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416757
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE16	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416758
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE17	100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416759
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE18	200	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416760
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2D-1L-SAMPLE19	200	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416711
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-2L-SAMPLE20	200	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416712
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-2L-SAMPLE22	300	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416713
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-2L-SAMPLE24	300	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416714
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-2L-SAMPLE26	400	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416715
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-3L-SAMPLE28	400	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416716
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-3L-SAMPLE30	500	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416717
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-3L-SAMPLE32	600	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416718
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-4L-SAMPLE33	700	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416719
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-4L-SAMPLE35	800	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416720
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-4L-SAMPLE37	900	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416722
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-5L-SAMPLE38	900	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416723
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-5L-SAMPLE40	1000	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416724
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-5L-SAMPLE42	1100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416725
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-6L-SAMPLE43	1100	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416726
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-6L-SAMPLE45	1200	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416727
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-6L-SAMPLE47	1300	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416728
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-7L-SAMPLE48	1300	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416729
Dommain2020	2020	10.3389/fevo.2020.00218	Mubwindi Swamp, Bwindi Impenetrable Forest	-1.07	29.75	Uganda	DNA-MUB17-2C-7L-SAMPLE50	2200	10.3389/fevo.2020.00218	sediment	2017	SRA	SRS5416730
Armbrecht2020	2020	10.1111/1755-0998.13162	Maria Island	-42.845	148.24	Tasman Sea	20874_MI_8.5-10cm	100	10.1111/1755-0998.13162	marine sediment	2018	SRA	SRS5214215
Armbrecht2020	2020	10.1111/1755-0998.13163	Maria Island	-42.845	148.24	Tasman Sea	20871_MI_5-6cm	100	10.1111/1755-0998.13163	marine sediment	2018	SRA	SRS5214220
Armbrecht2020	2020	10.1111/1755-0998.13164	Maria Island	-42.845	148.24	Tasman Sea	20868_MI_0-1.5cm	100	10.1111/1755-0998.13164	marine sediment	2018	SRA	SRS5214219
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_131_11266	11300	10.1038/nature19085	lake sediment	NA	ENA	ERS1286097
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_132_11317	11300	10.1038/nature19085	lake sediment	NA	ENA	ERS1286098
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_133_11368	11400	10.1038/nature19085	lake sediment	NA	ENA	ERS1286099
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_134_11420	11400	10.1038/nature19085	lake sediment	NA	ENA	ERS1286100
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_137_11575	11600	10.1038/nature19085	lake sediment	NA	ENA	ERS1286101
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_140_11729	11700	10.1038/nature19085	lake sediment	NA	ENA	ERS1286102
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_145_11982	12000	10.1038/nature19085	lake sediment	NA	ENA	ERS1286103
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_148_12132	12100	10.1038/nature19085	lake sediment	NA	ENA	ERS1286104
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_150_12231	12200	10.1038/nature19085	lake sediment	NA	ENA	ERS1286105
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_151_12280	12300	10.1038/nature19085	lake sediment	NA	ENA	ERS1286106
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_153_12379	12400	10.1038/nature19085	lake sediment	NA	ENA	ERS1286107
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_155_12485	12500	10.1038/nature19085	lake sediment	NA	ENA	ERS1286108
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_157_12615	12600	10.1038/nature19085	lake sediment	NA	ENA	ERS1286109
Pedersen2016	2016	10.1038/nature19085	Charlie Lake	56.33	-120.96	Canada	CHL_159_12810	12800	10.1038/nature19085	lake sediment	NA	ENA	ERS1286110
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_15_1444	1400	10.1038/nature19085	lake sediment	NA	ENA	ERS1286194
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_55_3112	3100	10.1038/nature19085	lake sediment	NA	ENA	ERS1286195
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_113_5430	5400	10.1038/nature19085	lake sediment	NA	ENA	ERS1286196
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_153_7001	7000	10.1038/nature19085	lake sediment	NA	ENA	ERS1286197
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_173_7782	7800	10.1038/nature19085	lake sediment	NA	ENA	ERS1286198
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_191_8967	9000	10.1038/nature19085	lake sediment	NA	ENA	ERS1286199
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_193_9133	9100	10.1038/nature19085	lake sediment	NA	ENA	ERS1286200
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_195_9299	9300	10.1038/nature19085	lake sediment	NA	ENA	ERS1286201
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_221_11440	11400	10.1038/nature19085	lake sediment	NA	ENA	ERS1286202
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_235_11534	11500	10.1038/nature19085	lake sediment	NA	ENA	ERS1286203
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_253_11630	11600	10.1038/nature19085	lake sediment	NA	ENA	ERS1286204
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_256_11646	11600	10.1038/nature19085	lake sediment	NA	ENA	ERS1286205
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_266_11695	11700	10.1038/nature19085	lake sediment	NA	ENA	ERS1286206
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_271_11714	11700	10.1038/nature19085	lake sediment	NA	ENA	ERS1286207
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_284_11769	11800	10.1038/nature19085	lake sediment	NA	ENA	ERS1286208
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_289_11786	11800	10.1038/nature19085	lake sediment	NA	ENA	ERS1286209
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_294_11806	11800	10.1038/nature19085	lake sediment	NA	ENA	ERS1286210
Pedersen2016	2016	10.1038/nature19085	Spring Lake	55.51	-119.58	Canada	SPL_296_11814	11800	10.1038/nature19085	lake sediment	NA	ENA	ERS1286211
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH081-PH155_481	5300	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424510
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH082_579	7300	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424543
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH083_599	7800	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424544
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH116-PH182_265	3400	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424546
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH118-PH146_527	6100	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424540
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH119-PH184_619	8300	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424545
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH120-PH185-PH194_719	10900	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424547
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH121-PH186_551	6600	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424542
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH142_501	5600	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424527
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH143_503	5600	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424528
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH144_493	5500	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424523
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH145_497	5500	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424525
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH147_531	6100	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424541
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH148_507	5700	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424530
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH149_373	4300	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424549
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH150_511	5800	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424532
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH151_679	9800	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424548
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH152_515	5900	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424534
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH153_519	5900	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424536
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH154_523	6000	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424538
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH156_485	5400	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424520
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH157_489	5400	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424522
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH167_495	5500	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424524
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH168_505	5700	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424529
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH169_509	5800	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424531
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH170_481	5300	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424519
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH171_517	5900	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424535
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH172_499	5600	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424526
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH173_477	5300	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424508
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH174_525	6000	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424539
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH175_513	5800	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424533
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH176_521	6000	10.1098/rsos.180145	lake sediment	2014	SRA	SRS1424537
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH177_477	5300	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424509
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH178_465	5200	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424505
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH179_469	5200	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424506
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH180_461	5100	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424550
Graham2016	2016	10.1073/pnas.1604903113	Lake Hill	57.178	-170.248	USA	PH181_473	5300	10.1098/rsos.180145	lake sediment	2013	SRA	SRS1424507
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK143_786	11800	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596540
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK144_798	11900	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596545
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK145_810	12100	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596544
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK146_822	12200	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596546
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK147_834	12300	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596547
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK148_846	12300	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596548
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK219_794	11900	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596549
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK220_802	12000	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596550
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK221_806	12000	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596529
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK222_814	12100	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596530
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK223_818	12100	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596531
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK224_826	12200	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596532
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK225_830	12200	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596533
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	JK226_838	12300	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596535
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	PH187_996	13300	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596536
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	PH188_1000	13300	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596538
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	PH189_1046	13600	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596537
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	PH190_1109	14200	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596539
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	PH191_1173	15000	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596541
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	PH192_1237	16700	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596542
Wang2017	2017	10.1111/jbi.13010	Lake Hill	57.178	-170.248	USA	PH193_1301	17500	10.1111/jbi.13010	lake sediment	2013	SRA	SRS1596543
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S1	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280178
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S2	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280179
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S3	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280180
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S4	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280182
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S5	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280183
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S6	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280186
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S7	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280187
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S8	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280189
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S9	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280190
Seersholm2016	2016	10.1038/ncomms13389	Sandnes	64.243	-50.178	Greenland	S10	600	10.1038/ncomms13389	midden	2013	SRA	ERS1280193
Seersholm2016	2016	10.1038/ncomms13389	Fladstrand	74.099	-21.187	Greenland	FA1	300	10.1038/ncomms13389	midden	NA	SRA	ERS1280165
Seersholm2016	2016	10.1038/ncomms13389	Fladstrand	74.099	-21.187	Greenland	FA2	300	10.1038/ncomms13389	midden	NA	SRA	ERS1280167
Seersholm2016	2016	10.1038/ncomms13389	Fladstrand	74.099	-21.187	Greenland	FA3	300	10.1038/ncomms13389	midden	NA	SRA	ERS1280168
Seersholm2016	2016	10.1038/ncomms13389	Fladstrand	74.099	-21.187	Greenland	FB2	300	10.1038/ncomms13389	midden	NA	SRA	ERS1280170
Seersholm2016	2016	10.1038/ncomms13389	Fladstrand	74.099	-21.187	Greenland	FB3	300	10.1038/ncomms13389	midden	NA	SRA	ERS1280172
Seersholm2016	2016	10.1038/ncomms13389	Fladstrand	74.099	-21.187	Greenland	FC	300	10.1038/ncomms13389	midden	NA	SRA	ERS1280174
Seersholm2016	2016	10.1038/ncomms13389	Fladstrand	74.099	-21.187	Greenland	FD	300	10.1038/ncomms13389	midden	NA	SRA	ERS1280176
Seersholm2016	2016	10.1038/ncomms13389	Qajaa	69.128	-50.702	Greenland	QA2	2600	10.1038/ncomms13389	midden	2009	SRA	ERS1280206
Seersholm2016	2016	10.1038/ncomms13389	Qajaa	69.128	-50.702	Greenland	QA3	2600	10.1038/ncomms13389	midden	2009	SRA	ERS1280207
Seersholm2016	2016	10.1038/ncomms13389	Qajaa	69.128	-50.702	Greenland	QA4	2600	10.1038/ncomms13389	midden	2009	SRA	ERS1280209
Seersholm2016	2016	10.1038/ncomms13389	Qajaa	69.128	-50.702	Greenland	QA5	2600	10.1038/ncomms13389	midden	2009	SRA	ERS1280211
Seersholm2016	2016	10.1038/ncomms13389	Qajaa	69.128	-50.702	Greenland	QA6(seq1,seq2)	2600	10.1038/ncomms13389	midden	2009	SRA	ERS1280215,ERS1280214
Seersholm2016	2016	10.1038/ncomms13389	Qajaa	69.128	-50.702	Greenland	QA7	2600	10.1038/ncomms13389	midden	2009	SRA	ERS1280217
Seersholm2016	2016	10.1038/ncomms13389	Qajaa	69.128	-50.702	Greenland	QA8(seq1,seq2,seq3)	2600	10.1038/ncomms13389	midden	2009	SRA	ERS1280220,ERS1280221,ERS1280222
Seersholm2016	2016	10.1038/ncomms13389	Qajaa	69.128	-50.702	Greenland	QB1	1600	10.1038/ncomms13389	midden	2009	SRA	ERS1280196
